decision_date,last_bar_used,n_bars,n_obs,today_regime,bear_state,bull_state,vol_ratio,ret_ratio,confidence_pass,raw_decision,previous_raw_decision,decision_changed,transition_type,error
2006-01-11,2006-01-10,1514,1504,1,1,0,0.9344129222979782,0.3154842825543275,False,neutral,bull,True,BULL_TO_NEUTRAL,
2006-04-11,2006-04-10,1576,1566,0,2,0,0.999989175536768,0.5001396627003464,True,bull,neutral,True,NEUTRAL_TO_BULL,
2006-04-12,2006-04-11,1577,1567,2,0,2,0.9993358915291318,0.34208971853035897,False,neutral,bull,True,BULL_TO_NEUTRAL,
2006-04-21,2006-04-20,1583,1573,0,2,0,0.7383000616037656,0.5000127358900622,True,bull,neutral,True,NEUTRAL_TO_BULL,
2006-04-24,2006-04-21,1584,1574,0,2,0,0.6531898641341017,0.49612714418395587,False,neutral,bull,True,BULL_TO_NEUTRAL,
2006-05-10,2006-05-09,1596,1586,0,2,0,0.9862967111879802,0.5011478997563569,True,bull,neutral,True,NEUTRAL_TO_BULL,
2006-05-11,2006-05-10,1597,1587,0,1,0,0.991242781255527,0.49305145103720976,False,neutral,bull,True,BULL_TO_NEUTRAL,
2006-08-04,2006-08-03,1656,1646,2,0,1,0.6628965958402168,0.510025556594533,True,bull,neutral,True,NEUTRAL_TO_BULL,
2006-08-09,2006-08-08,1659,1649,0,2,1,1.0,0.4808820622677068,False,neutral,bull,True,BULL_TO_NEUTRAL,
2006-08-15,2006-08-14,1663,1653,2,0,2,0.5332980646463196,0.5027802721373468,True,bull,neutral,True,NEUTRAL_TO_BULL,
2006-08-16,2006-08-15,1664,1654,0,2,0,0.9999287418466218,0.2878453302639628,False,neutral,bull,True,BULL_TO_NEUTRAL,
2006-08-24,2006-08-23,1670,1660,2,0,1,0.4630266055871706,0.500273927573051,True,bull,neutral,True,NEUTRAL_TO_BULL,
2006-08-28,2006-08-25,1672,1662,0,0,1,0.3340109323778287,0.32447213975144124,False,neutral,bull,True,BULL_TO_NEUTRAL,
2006-08-31,2006-08-30,1675,1665,0,2,1,1.0,0.5191331314108167,True,bull,neutral,True,NEUTRAL_TO_BULL,
2006-09-01,2006-08-31,1676,1666,0,1,0,1.0,0.4797081363852625,False,neutral,bull,True,BULL_TO_NEUTRAL,
2006-09-11,2006-09-08,1681,1671,2,0,2,0.5368767995273729,0.538697796796906,True,bull,neutral,True,NEUTRAL_TO_BULL,
2006-09-13,2006-09-12,1683,1673,0,1,2,1.0,0.3803332959844763,False,neutral,bull,True,BULL_TO_NEUTRAL,
2006-09-14,2006-09-13,1684,1674,1,0,2,1.0,0.5017461545260078,True,bull,neutral,True,NEUTRAL_TO_BULL,
2006-09-15,2006-09-14,1685,1675,2,0,2,0.972394796754136,0.49600262408783075,False,neutral,bull,True,BULL_TO_NEUTRAL,
2006-09-18,2006-09-15,1686,1676,0,1,2,1.0,0.5064730389557336,True,bull,neutral,True,NEUTRAL_TO_BULL,
2006-09-19,2006-09-18,1687,1677,0,2,0,0.8471477853595686,0.48037541186601673,False,neutral,bull,True,BULL_TO_NEUTRAL,
2006-09-20,2006-09-19,1688,1678,0,1,2,1.0,0.5028516751306498,True,bull,neutral,True,NEUTRAL_TO_BULL,
2006-09-21,2006-09-20,1689,1679,0,2,0,0.8304827656219745,0.45142221969463137,False,neutral,bull,True,BULL_TO_NEUTRAL,
2006-09-28,2006-09-27,1694,1684,0,1,0,0.9963880987952434,0.500292402724554,True,bull,neutral,True,NEUTRAL_TO_BULL,
2006-09-29,2006-09-28,1695,1685,0,2,0,0.9537343575966711,0.4814511786606211,False,neutral,bull,True,BULL_TO_NEUTRAL,
2006-10-04,2006-10-03,1698,1688,2,0,2,0.9847235905655548,0.5018642875590253,True,bull,neutral,True,NEUTRAL_TO_BULL,
2006-10-05,2006-10-04,1699,1689,0,2,0,0.6751250800239874,0.2857020276035228,False,neutral,bull,True,BULL_TO_NEUTRAL,
2006-10-17,2006-10-16,1707,1697,2,0,2,0.7831176568736948,0.5019261115428335,True,bull,neutral,True,NEUTRAL_TO_BULL,
2006-10-18,2006-10-17,1708,1698,0,2,0,0.9942870886875379,0.46303238965405447,False,neutral,bull,True,BULL_TO_NEUTRAL,
2006-10-19,2006-10-18,1709,1699,2,0,2,0.9941503515996377,0.5034898443012628,True,bull,neutral,True,NEUTRAL_TO_BULL,
2006-10-20,2006-10-19,1710,1700,0,2,0,0.9930648712107493,0.4867995986055246,False,neutral,bull,True,BULL_TO_NEUTRAL,
2006-10-23,2006-10-20,1711,1701,0,2,0,0.9970062166748259,0.500990160553662,True,bull,neutral,True,NEUTRAL_TO_BULL,
2006-10-24,2006-10-23,1712,1702,1,0,1,0.99763271198721,0.4856015767332879,False,neutral,bull,True,BULL_TO_NEUTRAL,
2006-10-25,2006-10-24,1713,1703,0,2,0,0.9971304839219486,0.5009891598733238,True,bull,neutral,True,NEUTRAL_TO_BULL,
