portfolio_model,start_date,end_date,trading_days,start_close,end_close,return_pct,max_drawdown_pct,opening_raw_decision,opening_action,overlaps_order_uncertainty
FAMA_FRENCH,2020-03-03,2020-03-31,21,300.24,257.75,-14.152011723954171,28.73809371603913,bear,APPLY_FAMA_FRENCH,False
GROWTH,2020-04-01,2020-04-01,1,246.15,246.15,0.0,0.0,neutral,NONE,True
FAMA_FRENCH,2020-04-02,2020-04-30,20,251.83,290.48,15.34765516419807,4.7446274072006585,bear,APPLY_FAMA_FRENCH,False
GROWTH,2020-05-01,2020-05-01,1,282.79,282.79,0.0,0.0,neutral,NONE,True
FAMA_FRENCH,2020-05-04,2020-05-29,19,283.57,304.32,7.317417216207639,3.726495726495719,bear,APPLY_FAMA_FRENCH,False
GROWTH,2020-06-01,2020-06-05,5,305.55,319.34,4.513172966781203,0.2626689730283789,neutral,NONE,False
FAMA_FRENCH,2020-06-08,2020-06-30,17,323.2,308.36,-4.5915841584158334,7.1627475247524695,bear,APPLY_FAMA_FRENCH,False
GROWTH,2020-07-01,2020-09-03,46,310.52,345.39,11.229550431534204,3.4414313670673753,neutral,NONE,False
FAMA_FRENCH,2020-09-04,2020-09-30,18,342.57,334.89,-2.241877572466943,5.817789065008613,bear,APPLY_FAMA_FRENCH,False
GROWTH,2020-10-01,2020-10-28,20,337.04,326.66,-3.0797531450272952,7.312090344181818,neutral,NONE,False
FAMA_FRENCH,2020-10-29,2020-10-30,2,329.98,326.54,-1.0424874234802102,1.0424874234802102,bear,APPLY_FAMA_FRENCH,False
GROWTH,2020-11-02,2020-11-04,3,330.2,343.54,4.039975772259247,0.0,neutral,NONE,False
FAMA_FRENCH,2020-11-05,2020-11-30,17,350.24,362.06,3.374828688899038,1.996855779573602,bear,APPLY_FAMA_FRENCH,False
GROWTH,2020-12-01,2021-01-29,41,366.02,370.07,1.1064969127370121,3.7253830744816447,neutral,NONE,False
FAMA_FRENCH,2021-02-01,2021-02-26,19,376.23,380.36,1.0977327698482298,3.1275468622656817,bear,APPLY_FAMA_FRENCH,True
GROWTH,2021-03-01,2021-03-01,1,389.58,389.58,0.0,0.0,neutral,NONE,False
FAMA_FRENCH,2021-03-02,2021-03-31,22,386.54,396.33,2.5327262379055115,2.545661509804944,bear,APPLY_FAMA_FRENCH,False
GROWTH,2021-04-01,2021-05-12,29,400.61,405.41,1.1981727865005893,3.9585899744148536,neutral,NONE,False
FAMA_FRENCH,2021-05-13,2021-05-28,12,410.28,420.04,2.3788632153651283,1.3730856018051685,bear,APPLY_FAMA_FRENCH,False
GROWTH,2021-06-01,2021-09-28,84,419.67,433.72,3.347868563395051,4.316070522297491,neutral,NONE,False
FAMA_FRENCH,2021-09-29,2021-09-30,2,434.45,429.14,-1.2222350097824841,1.2222350097824841,bear,APPLY_FAMA_FRENCH,False
GROWTH,2021-10-01,2021-11-30,42,434.24,455.56,4.909727339719969,3.0166265727119868,neutral,NONE,False
FAMA_FRENCH,2021-12-01,2021-12-31,22,450.5,474.96,5.4295227524972205,3.347920295704633,bear,APPLY_FAMA_FRENCH,True
GROWTH,2022-01-03,2022-01-05,3,477.71,468.38,-1.9530677607753626,1.9530677607753626,neutral,NONE,False
FAMA_FRENCH,2022-01-06,2022-01-31,17,467.94,449.91,-3.853058084369785,8.445501252600733,bear,APPLY_FAMA_FRENCH,False
